,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
730,-122.13,37.68,45,2457,445,1129,422,4.0588,182800,NEAR BAY
731,-122.13,37.68,44,2147,399,1175,401,4.1974,179300,NEAR BAY
732,-122.13,37.68,43,1676,340,924,328,3.6,179400,NEAR BAY
733,-122.14,37.68,35,2976,518,1424,538,4.267,210300,NEAR BAY
734,-122.14,37.67,34,3036,533,1366,500,4.2386,192300,NEAR BAY
735,-122.15,37.67,35,2472,398,1171,390,5.5797,198100,NEAR BAY
736,-122.14,37.67,36,1487,249,641,243,4.0682,196200,NEAR BAY
737,-122.13,37.67,38,2012,347,880,332,3.1734,181600,NEAR BAY
738,-122.14,37.67,37,3342,,1635,557,4.7933,186900,NEAR BAY
739,-122.14,37.67,37,3156,534,1495,543,4.8125,188300,NEAR BAY
740,-122.13,37.67,40,1748,318,914,317,3.8676,184000,NEAR BAY
741,-122.12,37.67,33,3429,681,1798,694,3.9395,184700,NEAR BAY
742,-122.13,37.67,42,3592,703,1625,665,3.2434,179900,NEAR BAY
743,-122.11,37.67,38,1035,247,599,224,3.0917,167200,NEAR BAY
744,-122.11,37.67,32,3028,811,2037,703,3.0645,165400,NEAR BAY
745,-122.09,37.67,33,2431,655,1854,603,2.7019,154000,NEAR BAY
746,-122.09,37.67,39,2069,500,1408,478,3.1115,153500,NEAR BAY
747,-122.09,37.66,40,1340,313,766,271,3.4722,135400,NEAR BAY
748,-122.09,37.66,39,1160,259,725,274,2.2222,158300,NEAR BAY
749,-122.05,37.68,32,2015,318,1019,340,6.1104,240700,NEAR BAY
750,-122.06,37.67,22,3882,816,1830,743,4.2733,180700,NEAR BAY
751,-122.07,37.67,27,3239,671,1469,616,3.2465,230600,NEAR BAY
752,-122.07,37.67,28,2932,739,1198,624,3.2417,210800,NEAR BAY
753,-122.07,37.67,38,2104,409,1039,394,3.875,165300,NEAR BAY
754,-122.04,37.67,29,1694,251,690,242,6.0501,254200,NEAR BAY
755,-122.04,37.67,18,3000,419,1155,415,6.8233,332600,NEAR BAY
756,-122.04,37.66,23,2419,348,1066,384,6.3501,350000,NEAR BAY
757,-122.07,37.66,28,2280,610,1255,587,2.6719,161200,NEAR BAY
758,-122.07,37.66,21,5031,1168,2461,1042,3.875,179300,NEAR BAY
759,-122.08,37.66,33,1547,372,1063,356,2.5625,154300,NEAR BAY
760,-122.07,37.65,31,3300,790,2181,740,3.016,161800,NEAR BAY
761,-122.08,37.65,17,5018,1439,3069,1299,2.7694,161900,NEAR BAY
762,-122.08,37.65,35,1813,393,1093,374,3.6818,165400,NEAR BAY
763,-122.08,37.66,37,1997,436,1349,437,2.1382,166600,NEAR BAY
764,-122.1,37.66,37,901,191,599,206,3.7303,149700,NEAR BAY
765,-122.1,37.66,35,686,142,480,149,3.875,162100,NEAR BAY
766,-122.1,37.66,33,1954,464,1293,448,3.0489,152600,NEAR BAY
767,-122.09,37.65,27,2630,722,1414,634,2.8203,195200,NEAR BAY
768,-122.09,37.65,35,1130,192,543,184,4.3897,190600,NEAR BAY
769,-122.09,37.65,35,1184,200,572,194,4.7143,193800,NEAR BAY
770,-122.1,37.66,34,656,115,342,112,4.6875,200600,NEAR BAY
771,-122.11,37.66,29,2544,643,2332,603,3.2091,150000,NEAR BAY
772,-122.1,37.66,36,1305,225,768,234,4.275,185300,NEAR BAY
773,-122.11,37.66,36,1755,316,913,299,4.1302,172700,NEAR BAY
774,-122.11,37.66,35,2843,652,1726,643,3.09,174100,NEAR BAY
775,-122.1,37.65,25,2538,494,1185,501,4.5417,194400,NEAR BAY
776,-122.1,37.64,28,1784,311,735,278,4.6635,206700,NEAR BAY
777,-122.1,37.65,31,1797,327,796,319,4.4427,204500,NEAR BAY
778,-122.1,37.65,36,410,76,252,82,4.5303,175000,NEAR BAY
779,-122.12,37.65,26,162,27,86,25,2.375,137500,NEAR BAY
780,-122.1,37.63,18,9963,2031,5613,1946,3.8171,187200,NEAR BAY
781,-122.1,37.61,35,2361,458,1727,467,4.5281,173600,NEAR BAY
782,-122.13,37.66,19,862,167,407,183,4.3456,163000,NEAR BAY
783,-122.11,37.65,18,4335,808,2041,734,3.4861,331600,NEAR BAY
784,-122.11,37.64,31,1487,280,854,301,5.2312,197600,NEAR BAY
785,-122.11,37.64,8,3592,849,1907,746,3.6708,197900,NEAR BAY
786,-122.12,37.64,40,432,102,264,77,3.8875,228100,NEAR BAY
787,-122.09,37.63,34,1457,242,735,249,3.9167,189500,NEAR BAY
788,-122.09,37.64,32,1578,284,836,292,3.9063,184200,NEAR BAY
789,-122.1,37.63,29,2172,435,1377,408,3.7895,180900,NEAR BAY
790,-122.08,37.64,36,1340,245,789,248,3.8,172000,NEAR BAY
791,-122.08,37.64,36,1116,199,662,226,5.7309,177900,NEAR BAY
792,-122.09,37.64,36,1885,307,853,271,4.1141,173100,NEAR BAY
793,-122.09,37.64,36,1180,212,664,200,5.2838,172600,NEAR BAY
794,-122.08,37.64,30,5267,1253,4065,1113,3.3479,182100,NEAR BAY
795,-122.08,37.64,23,1897,440,1109,418,3.142,179500,NEAR BAY
796,-122.08,37.63,31,767,171,548,185,3.7614,176000,NEAR BAY
797,-122.08,37.63,33,691,127,431,149,4.25,192600,NEAR BAY
798,-122.08,37.64,36,786,133,463,160,3.9338,182700,NEAR BAY
799,-122.07,37.64,22,5861,1516,5436,1463,2.5158,134900,NEAR BAY
800,-122.07,37.63,27,2784,723,2028,693,2.4808,157600,NEAR BAY
801,-122.07,37.64,25,4524,860,2426,862,4.7083,190900,NEAR BAY
802,-122.06,37.64,37,1468,304,1038,282,4.1652,158200,NEAR BAY
803,-122.06,37.64,20,1655,450,857,430,3.5541,350000,NEAR BAY
804,-122.06,37.65,33,1227,286,848,291,3.8036,158200,NEAR BAY
805,-122.06,37.64,33,1160,252,729,220,3.8259,146100,NEAR BAY
806,-122.04,37.63,33,952,172,369,159,3.2331,226700,NEAR BAY
807,-122.03,37.62,35,2072,352,1001,350,4.7109,198700,NEAR BAY
808,-122.03,37.62,32,2964,547,1472,527,4.2468,221200,NEAR BAY
809,-122.04,37.62,35,1032,173,453,176,6.396,208500,NEAR BAY
810,-122.04,37.62,35,657,118,328,134,3.8125,204200,NEAR BAY
811,-122.04,37.62,32,1540,324,793,302,3.2857,193200,NEAR BAY
812,-122.03,37.62,35,1298,236,632,204,3.8929,209500,NEAR BAY
813,-122.03,37.61,36,1409,271,1002,281,3.7262,164900,NEAR BAY
814,-122.03,37.61,37,1383,259,808,241,4.0125,161400,NEAR BAY
815,-122.04,37.61,36,1151,216,727,215,4.1719,187000,NEAR BAY
816,-122.04,37.62,35,899,179,455,185,4.2857,190400,NEAR BAY
817,-122.08,37.63,37,1793,364,1534,346,3.6458,156600,NEAR BAY
818,-122.08,37.62,17,2485,518,1139,550,2.6875,157300,NEAR BAY
819,-122.07,37.63,35,1931,376,1175,337,3.7292,168100,NEAR BAY
820,-122.07,37.63,24,2329,465,1401,453,4.5913,177600,NEAR BAY
821,-122.06,37.63,12,6711,1374,3388,1289,3.8625,208900,NEAR BAY
822,-122.06,37.63,23,1939,356,841,364,3.3611,169200,NEAR BAY
823,-122.05,37.61,16,1642,346,705,351,2.8971,163900,NEAR BAY
824,-122.08,37.63,34,1619,293,1148,310,4.0326,164700,NEAR BAY
825,-122.08,37.63,35,517,108,391,107,4.0682,156900,NEAR BAY
826,-122.09,37.63,36,1570,274,992,249,5.3644,168800,NEAR BAY
827,-122.09,37.63,35,1213,221,790,243,4.7019,174100,NEAR BAY
828,-122.08,37.62,27,1826,309,1016,313,5.64,206500,NEAR BAY
829,-122.08,37.61,26,2261,443,1039,395,3.7931,203900,NEAR BAY
830,-121.99,37.61,9,3666,711,2341,703,4.6458,217000,<1H OCEAN
831,-122.02,37.6,36,1633,345,1382,338,3.694,159600,NEAR BAY
832,-122.02,37.6,31,2155,522,1858,437,2.652,159800,NEAR BAY
833,-122.02,37.6,32,1295,280,1156,300,3.5,154300,NEAR BAY
834,-122.02,37.6,32,1295,295,1097,328,3.2386,149600,NEAR BAY
835,-122.03,37.61,33,1518,302,831,268,5.097,188600,NEAR BAY
836,-122.04,37.6,17,3314,638,1873,602,4.3875,238500,NEAR BAY
837,-122.06,37.6,22,3009,497,1640,514,4.625,235300,NEAR BAY
838,-122.08,37.61,6,2605,474,1568,433,5.0406,261400,NEAR BAY
839,-122.06,37.6,17,5159,832,3174,817,5.8704,234400,NEAR BAY
840,-122.06,37.6,18,1726,276,1186,310,5.3226,231700,NEAR BAY
841,-122.08,37.59,16,1816,365,1367,355,4.235,156300,NEAR BAY
842,-122.07,37.59,13,2578,551,1680,528,4.825,222000,NEAR BAY
843,-122.08,37.58,15,2576,418,1657,410,5.5218,254400,NEAR BAY
844,-122.07,37.58,16,1644,251,1033,267,6.5116,244300,NEAR BAY
845,-122.07,37.58,16,1606,240,1117,268,6.0661,247000,NEAR BAY
846,-122.08,37.58,16,3349,544,2003,488,6.0074,236500,NEAR BAY
847,-122.07,37.59,15,3475,686,2568,653,4.6211,151400,NEAR BAY
848,-122.07,37.58,16,1893,338,1461,344,5.225,213700,NEAR BAY
849,-122.04,37.59,14,1727,302,1116,273,5.3428,243600,NEAR BAY
850,-122.05,37.59,15,6243,1273,3163,1274,3.7462,212500,NEAR BAY
851,-122.03,37.6,24,2077,383,1488,389,4.5721,214700,NEAR BAY
852,-122.02,37.59,18,1165,333,855,319,3.6923,213200,NEAR BAY
853,-122.03,37.59,16,4371,889,2530,817,4.6786,256000,NEAR BAY
854,-122.01,37.59,2,838,295,240,149,2.875,237500,NEAR BAY
855,-122.02,37.58,15,3052,760,2097,728,3.3617,178100,NEAR BAY
856,-122.01,37.58,17,4313,717,2629,721,5.7579,231800,NEAR BAY
857,-122.09,37.6,36,385,94,295,92,2.9706,147900,NEAR BAY
858,-122.08,37.6,10,3046,678,2056,628,3.9022,191700,NEAR BAY
859,-121.97,37.57,21,4342,783,2172,789,4.6146,247600,<1H OCEAN
860,-121.96,37.58,15,3575,597,1777,559,5.7192,283500,<1H OCEAN
861,-121.98,37.58,20,4126,1031,2079,975,3.6832,216900,<1H OCEAN
862,-121.99,37.58,31,2878,478,1276,485,6.2073,282500,<1H OCEAN
863,-122,37.58,6,4405,717,2071,688,5.8151,295600,<1H OCEAN
864,-122.01,37.57,14,16199,2993,8117,2847,5.8322,281800,NEAR BAY
865,-122.04,37.58,14,14917,2708,8012,2606,5.6277,269800,NEAR BAY
866,-122.04,37.57,12,5719,1064,3436,1057,5.2879,231200,NEAR BAY
867,-122.07,37.57,8,8647,1407,5019,1379,6.5615,318300,NEAR BAY
868,-122.06,37.58,15,8112,1376,4576,1348,5.6758,253400,NEAR BAY
869,-122.05,37.57,7,10648,1818,6075,1797,6.1047,278200,NEAR BAY
870,-121.93,37.49,5,1150,311,648,245,3.5714,300000,<1H OCEAN
871,-122.07,37.52,3,14014,2861,7205,2753,6.0824,273500,NEAR BAY
872,-122.02,37.56,23,4332,857,2461,829,4.3594,223400,NEAR BAY
873,-122.02,37.56,35,1716,312,914,316,5.5737,214500,NEAR BAY
874,-122.03,37.56,31,4981,964,2841,924,4.8962,220200,NEAR BAY
875,-122.03,37.56,24,8444,1492,4446,1491,4.6978,240300,NEAR BAY
876,-122.01,37.56,6,3028,778,1531,736,4.4259,158000,NEAR BAY
877,-122.01,37.55,26,2068,532,1434,495,3.3008,224200,NEAR BAY
878,-122.02,37.55,33,1325,274,909,267,4.5687,177200,NEAR BAY
879,-122.01,37.56,24,2563,485,1174,501,3.8179,216100,NEAR BAY
880,-121.99,37.56,18,5505,1005,2641,971,5,269700,<1H OCEAN
881,-121.99,37.56,20,6462,1294,3288,1235,4.3393,231200,<1H OCEAN
882,-121.96,37.55,4,3746,993,1606,838,4.1387,162500,<1H OCEAN
883,-121.97,37.56,13,8918,1823,4518,1772,4.8052,254000,<1H OCEAN
884,-121.97,37.54,31,1949,344,986,322,4.6349,196200,<1H OCEAN
885,-121.97,37.55,17,4924,1247,3080,1182,3.168,189400,<1H OCEAN
886,-121.98,37.54,17,5133,1375,3386,1339,3.1326,220800,<1H OCEAN
887,-121.99,37.55,16,6647,2098,4649,1903,2.9074,213800,<1H OCEAN
888,-121.94,37.56,15,5674,748,2412,714,8.3996,442900,<1H OCEAN
889,-121.95,37.55,21,10687,1540,4552,1520,6.6478,333400,<1H OCEAN
890,-121.93,37.54,25,1354,192,596,220,6.629,352400,<1H OCEAN
891,-121.94,37.54,27,3715,526,1631,538,6.2179,305300,<1H OCEAN
892,-121.94,37.53,33,2095,342,941,304,5.761,259600,<1H OCEAN
893,-121.95,37.54,29,3517,645,1724,585,4.6641,248900,<1H OCEAN
894,-121.94,37.54,31,2537,382,1067,410,6.7599,356000,<1H OCEAN
895,-121.96,37.54,14,5106,1207,2738,1108,3.9909,236000,<1H OCEAN
896,-121.96,37.53,23,2215,475,1278,492,4.2955,218800,<1H OCEAN
897,-121.96,37.53,28,2949,529,1538,545,4.9615,228000,<1H OCEAN
898,-121.96,37.53,18,2375,652,1252,586,2.6198,235900,<1H OCEAN
899,-121.97,37.54,28,2312,496,1344,467,4.7135,203200,<1H OCEAN
900,-121.97,37.53,35,2277,420,1353,413,4.75,197000,<1H OCEAN
901,-121.97,37.53,26,2506,387,1273,406,5.4299,236400,<1H OCEAN
902,-121.98,37.53,28,2829,566,1610,540,4.6,223200,<1H OCEAN
903,-121.98,37.53,26,3179,703,2142,639,4.1947,222700,<1H OCEAN
904,-121.99,37.54,26,2332,371,1285,404,5.388,225000,<1H OCEAN
905,-121.99,37.54,18,3584,715,1673,661,3.9444,240100,<1H OCEAN
906,-121.99,37.54,28,3046,507,1772,516,5.3283,227900,<1H OCEAN
907,-121.99,37.55,28,2414,415,1106,453,4.8403,268600,<1H OCEAN
908,-122,37.54,29,4133,744,2023,749,5.1616,275100,<1H OCEAN
909,-122.01,37.55,34,2791,495,1276,468,4.9167,256300,NEAR BAY
910,-122,37.55,27,6103,1249,3026,1134,4.1591,332400,<1H OCEAN
911,-122.01,37.54,32,2572,406,1128,395,5,287600,NEAR BAY
912,-122,37.54,26,1910,371,852,357,5.8325,298900,<1H OCEAN
913,-122.01,37.53,27,1890,303,889,314,5.7057,287600,NEAR BAY
914,-121.99,37.53,25,5405,939,2831,923,5.0423,222200,<1H OCEAN
915,-121.97,37.52,26,3761,623,1776,613,4.5317,232600,<1H OCEAN
916,-121.97,37.51,25,3333,511,1671,504,5.4359,258300,<1H OCEAN
917,-121.97,37.52,23,4925,948,2530,894,5.0824,230900,<1H OCEAN
918,-121.95,37.52,33,3994,764,2721,763,5.2308,196900,<1H OCEAN
919,-121.96,37.51,22,5811,1125,3215,1086,4.4107,223500,<1H OCEAN
920,-121.96,37.52,26,4211,741,2352,734,5.2396,223900,<1H OCEAN
921,-121.93,37.53,27,5532,973,2855,960,4.7478,243500,<1H OCEAN
922,-121.92,37.53,7,28258,3864,12203,3701,8.4045,451100,<1H OCEAN
923,-121.89,37.49,9,4909,577,1981,591,9.7194,500001,<1H OCEAN
924,-121.92,37.49,10,7441,1588,3571,1466,5.1643,193100,<1H OCEAN
925,-121.92,37.48,23,4314,676,1972,623,5.3813,264400,<1H OCEAN
926,-121.92,37.47,26,2016,322,1105,357,6.0878,246900,<1H OCEAN
927,-121.91,37.47,13,5377,744,2759,760,6.868,337300,<1H OCEAN
928,-122.03,37.55,22,9167,1373,4319,1404,6.992,284800,NEAR BAY
929,-122.03,37.55,26,3087,532,1597,483,4.9118,217300,NEAR BAY
930,-122.04,37.55,23,3170,532,1446,515,4.4357,291700,NEAR BAY
931,-122.04,37.54,26,2145,369,1285,377,4.9464,223800,NEAR BAY
932,-122.05,37.54,25,4209,731,2568,703,5.2882,223100,NEAR BAY
933,-122.05,37.55,23,4247,835,2357,823,5.1321,211300,NEAR BAY
934,-122.04,37.53,25,4458,922,2998,890,3.9667,218500,NEAR BAY
935,-122.04,37.5,17,407,97,307,100,3.1696,156300,NEAR BAY
936,-122.06,37.54,20,6483,1068,3526,1060,5.0838,248200,NEAR BAY
937,-122.03,37.54,35,1867,343,1213,338,4.8214,186000,NEAR BAY
938,-122.03,37.54,6,2918,672,1911,639,4.1406,178200,NEAR BAY
939,-122.04,37.53,34,2316,478,1524,467,3.7364,190400,NEAR BAY
940,-122.02,37.54,31,1240,264,719,236,3.535,210300,NEAR BAY
941,-122.03,37.54,16,4458,856,3038,870,5.0739,208000,NEAR BAY
942,-122.03,37.53,18,1746,437,1268,404,3.256,183300,NEAR BAY
943,-122.01,37.53,19,4572,712,2346,709,6.0667,245700,NEAR BAY
944,-122.02,37.53,21,4280,673,2216,681,5.7072,242200,NEAR BAY
945,-122,37.51,7,6352,1390,3223,1316,4.9867,181700,<1H OCEAN
946,-121.92,37.72,4,7477,1576,2937,1506,5.1437,299400,<1H OCEAN
947,-121.92,37.72,22,4638,716,2302,687,5.347,219500,<1H OCEAN
948,-121.91,37.71,25,4377,668,2038,671,5.7233,231800,<1H OCEAN
949,-121.93,37.72,26,3816,637,1935,642,4.4697,221300,<1H OCEAN
950,-121.93,37.72,26,2806,459,1453,444,4.9107,213800,<1H OCEAN
951,-121.93,37.71,26,4822,845,2288,805,4.2281,206000,<1H OCEAN
952,-121.94,37.71,15,6473,1027,2484,970,5.0143,271100,<1H OCEAN
953,-121.96,37.71,6,8072,1050,3386,1062,7.2494,336500,<1H OCEAN
954,-121.92,37.64,46,1280,209,512,208,5.1406,315600,INLAND
955,-121.93,37.66,24,3166,424,1081,400,8.3337,500001,<1H OCEAN
956,-121.92,37.69,13,3742,555,1590,559,7.316,285400,<1H OCEAN
957,-121.9,37.66,18,7397,1137,3126,1115,6.4994,323000,INLAND
958,-121.92,37.68,23,1655,223,706,219,7.2211,291900,<1H OCEAN
959,-121.93,37.7,3,2456,582,793,456,4.4087,225600,<1H OCEAN
960,-121.91,37.69,23,2179,308,926,299,5.9345,259600,<1H OCEAN
961,-121.91,37.68,20,1804,254,831,260,6.177,262900,<1H OCEAN
962,-121.91,37.68,18,3631,547,1700,520,5.817,257300,<1H OCEAN
963,-121.91,37.69,18,2876,423,1395,427,6.3132,259200,<1H OCEAN
964,-121.89,37.68,12,7490,1207,3329,1136,6.3373,339700,<1H OCEAN
965,-121.88,37.68,23,2234,270,854,286,7.333,337200,INLAND
966,-121.89,37.68,22,1898,239,734,245,6.2918,334100,<1H OCEAN
967,-121.88,37.67,16,4070,624,1543,577,6.5214,311500,INLAND
968,-121.88,37.67,25,2244,301,937,324,6.4524,296900,INLAND
969,-121.89,37.67,20,2948,471,1181,474,6.0604,247900,INLAND
970,-121.89,37.67,19,2034,288,852,295,6.5285,300400,INLAND
971,-121.9,37.67,15,2130,273,876,285,7.2639,332400,<1H OCEAN
972,-121.9,37.67,7,9540,1294,3926,1229,7.4353,389800,<1H OCEAN
973,-121.88,37.66,29,2702,680,1360,642,3.1127,233000,INLAND
974,-121.87,37.66,39,522,116,161,102,2.4896,238500,INLAND
975,-121.87,37.66,52,775,134,315,123,5.0677,233300,INLAND
976,-121.89,37.66,3,1565,464,769,461,2.1187,231300,INLAND
977,-121.88,37.64,20,1309,184,514,172,10.9506,475800,INLAND
978,-121.87,37.57,13,5519,833,2444,825,7.0691,393200,<1H OCEAN
979,-121.87,37.67,10,4337,800,1813,743,5.5,247200,INLAND
980,-121.87,37.67,28,1812,294,853,278,4.9879,229400,INLAND
981,-121.85,37.68,4,4719,741,1895,742,6.8132,282500,INLAND
982,-121.85,37.66,14,4236,701,1833,663,5.6399,300600,INLAND
983,-121.86,37.66,22,3634,664,1699,640,4.1597,293200,INLAND
984,-121.87,37.66,27,1569,242,583,214,5.7519,278500,INLAND
985,-121.84,37.66,13,13182,2074,4847,1950,5.6417,352900,INLAND
986,-121.85,37.72,43,228,40,83,42,10.3203,400000,INLAND
987,-121.82,37.73,47,127,23,51,21,4.3472,375000,INLAND
988,-121.86,37.7,13,9621,1344,4389,1391,6.6827,313700,INLAND
989,-121.89,37.69,4,6159,1510,2649,1241,3.62,139300,<1H OCEAN
990,-121.77,37.65,16,4290,554,1952,576,7.3588,327500,INLAND
991,-121.62,37.61,26,1786,306,771,279,5.7239,430600,INLAND
992,-121.61,37.77,32,404,74,144,58,4.2083,125000,INLAND
993,-121.72,37.7,17,1671,352,729,252,6.1023,450000,INLAND
994,-121.73,37.71,12,5608,1049,2595,1067,3.9864,200200,INLAND
995,-121.75,37.71,11,12070,2220,5826,2125,4.8624,192400,INLAND
996,-121.77,37.74,25,494,81,254,85,9.1531,418800,INLAND
997,-121.8,37.7,22,5533,943,2474,910,4.7361,216800,INLAND
998,-121.8,37.69,17,3956,639,2222,662,5.4324,215500,INLAND
999,-121.82,37.69,12,1906,351,802,319,4.9375,227700,INLAND
1000,-121.76,37.69,29,3433,711,1919,709,3.3841,184400,INLAND
1001,-121.77,37.68,36,1687,372,950,372,3.5532,158400,INLAND
1002,-121.78,37.69,34,2358,498,1157,461,3.3618,174600,INLAND
1003,-121.78,37.69,35,2853,588,1761,572,4.3533,168400,INLAND
1004,-121.79,37.69,25,6296,1082,3200,1047,4.5357,188400,INLAND
1005,-121.76,37.7,9,3980,736,1705,679,5.7068,256700,INLAND
1006,-121.75,37.69,26,2647,536,1422,522,3.7212,183800,INLAND
1007,-121.75,37.68,35,1755,299,702,263,5.2443,183400,INLAND
1008,-121.76,37.68,35,1864,357,1189,349,4.2361,177500,INLAND
1009,-121.76,37.68,32,1078,207,555,197,3.1856,186900,INLAND
1010,-121.73,37.68,17,20354,3493,8768,3293,5.4496,238900,INLAND
1011,-121.78,37.68,17,3112,872,1392,680,3.0222,172500,INLAND
1012,-121.77,37.68,44,495,112,277,109,2.6667,179200,INLAND
1013,-121.76,37.68,52,2157,418,929,419,3.7301,204400,INLAND
1014,-121.77,37.68,41,1501,299,629,288,4.6806,209400,INLAND
1015,-121.77,37.67,20,8068,1217,3489,1259,5.7907,264200,INLAND
1016,-121.76,37.67,6,3023,518,1225,468,6.3705,350000,INLAND
1017,-121.78,37.67,26,2211,344,1024,321,5.2649,199800,INLAND
1018,-121.79,37.67,26,2163,339,947,346,6.0797,211000,INLAND
1019,-121.78,37.67,28,1773,278,804,269,4.8571,201100,INLAND
1020,-121.78,37.66,25,1947,418,900,354,3.8523,193000,INLAND
1021,-121.79,37.66,22,14701,2210,6693,2232,5.98,245000,INLAND
1022,-119.78,38.69,17,1364,282,338,152,2.45,117600,INLAND
1023,-119.93,38.72,15,2061,465,573,196,2.2417,97900,INLAND
1024,-120,38.52,16,3045,543,202,102,3.15,140600,INLAND
1025,-120.56,38.48,14,3545,702,946,411,3.4609,120900,INLAND
1026,-120.59,38.45,13,2944,558,1091,466,3,119000,INLAND
1027,-120.55,38.46,16,1443,249,435,181,3.2031,129200,INLAND
1028,-120.55,38.45,17,2277,474,767,356,2.5208,99100,INLAND
1029,-120.55,38.43,18,1564,357,618,277,2.3549,108900,INLAND
1030,-120.25,38.55,15,4403,891,1103,433,3.0125,111700,INLAND
1031,-120.79,38.54,34,1133,254,495,187,2.05,68900,INLAND
1032,-120.8,38.51,23,1001,195,369,157,3.125,96400,INLAND
1033,-120.65,38.5,10,1783,337,638,262,2.65,116700,INLAND
1034,-120.76,38.47,17,1521,309,607,240,3.5,123800,INLAND
1035,-120.88,38.45,25,1374,297,657,288,2.5476,97900,INLAND
1036,-120.79,38.43,40,1391,246,546,214,3.9107,129800,INLAND
1037,-120.69,38.44,13,1473,265,597,228,4.2917,121300,INLAND
1038,-120.93,38.5,15,1248,234,529,216,3.3393,107200,INLAND
1039,-120.97,38.42,16,1748,322,4930,287,4.3029,121900,INLAND
1040,-120.87,38.37,28,3998,765,1614,698,2.8125,113400,INLAND
1041,-120.98,38.34,27,3471,653,1793,600,3.5508,99100,INLAND
1042,-120.88,38.32,18,2791,492,1187,438,3.2589,103000,INLAND
1043,-120.93,38.26,13,2084,449,834,305,3.2937,114200,INLAND
1044,-120.72,38.42,17,5654,1085,2237,953,3.0465,144100,INLAND
1045,-120.77,38.38,15,4221,816,1737,743,2.3125,128600,INLAND
1046,-120.72,38.38,9,1787,347,806,306,2.525,157200,INLAND
1047,-120.66,38.4,18,2144,420,985,381,3.175,118500,INLAND
1048,-120.65,38.42,23,1538,305,730,267,2.6078,116700,INLAND
1049,-120.62,38.39,15,3750,691,1444,603,2.7399,134800,INLAND
1050,-120.69,38.36,19,3267,614,1252,566,2.7236,109900,INLAND
1051,-120.71,38.34,16,1257,231,559,213,4.4531,144300,INLAND
1052,-120.8,38.31,37,1341,256,533,242,3.2135,123600,INLAND
1053,-121.83,39.76,12,9831,1921,4644,1775,3.1142,112600,INLAND
1054,-121.82,39.76,23,6010,1116,2710,1149,3.0068,107300,INLAND
1055,-121.86,39.78,12,7653,1578,3628,1494,3.0905,117800,INLAND
1056,-121.85,39.77,17,5273,1177,2446,1199,1.9362,89900,INLAND
1057,-121.84,39.76,14,2351,620,1215,548,2.3155,102300,INLAND
1058,-121.86,39.76,19,7254,1785,4030,1667,2.0094,87300,INLAND
1059,-121.89,39.76,15,10265,1860,4591,1906,3.07,142600,INLAND
1060,-121.88,39.74,12,14631,3298,7517,3262,1.6785,153100,INLAND
1061,-121.87,39.75,22,1707,296,822,297,3.6625,126600,INLAND
1062,-121.86,39.75,18,1651,309,856,293,3.5046,118300,INLAND
1063,-121.87,39.74,7,1737,290,747,265,3.9,147000,INLAND
1064,-121.85,39.75,39,568,127,267,129,1.8095,78100,INLAND
1065,-121.85,39.74,39,1139,265,623,264,2.2833,85800,INLAND
1066,-121.85,39.74,41,2901,689,1426,632,1.5633,84500,INLAND
1067,-121.85,39.73,52,444,80,1107,98,3.4191,137500,INLAND
1068,-121.85,39.73,17,3425,827,2469,758,0.9393,88900,INLAND
1069,-121.86,39.74,13,3494,843,1571,784,1.1019,120200,INLAND
1070,-121.84,39.75,29,4362,1053,2053,1000,1.7284,74500,INLAND
1071,-121.84,39.74,43,2976,599,1181,560,2.2621,85100,INLAND
1072,-121.83,39.74,34,3263,604,1290,594,2.575,130300,INLAND
1073,-121.8,39.75,28,2551,378,1011,374,4.3309,125200,INLAND
1074,-121.82,39.75,29,7744,1375,3316,1365,3.0253,111400,INLAND
1075,-121.82,39.75,37,2236,372,974,379,3.2016,97000,INLAND
1076,-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600,INLAND
1077,-121.79,39.73,8,5690,1189,2887,1077,3.0625,116300,INLAND
1078,-121.78,39.71,8,140,28,84,29,2.125,179200,INLAND
1079,-121.82,39.73,44,2923,659,1371,626,2.2925,85800,INLAND
1080,-121.84,39.73,52,677,152,379,154,1.6797,94800,INLAND
1081,-121.84,39.73,52,502,100,311,100,1.5481,200000,INLAND
1082,-121.84,39.73,52,857,232,520,198,0.987,112500,INLAND
1083,-121.84,39.72,52,1457,389,802,342,0.9566,69000,INLAND
1084,-121.84,39.73,52,957,263,513,223,1.3672,55000,INLAND
1085,-121.83,39.73,52,1741,401,753,377,2.0064,77900,INLAND
1086,-121.85,39.72,18,7272,1559,5022,1524,1.6911,98800,INLAND
1087,-121.83,39.72,52,1890,420,974,383,1.6827,78700,INLAND
1088,-121.81,39.7,21,5051,1054,2948,980,1.5863,81300,INLAND
1089,-121.82,39.73,33,2242,517,1160,449,1.7426,60300,INLAND
1090,-121.82,39.72,42,2978,694,1879,679,1.5064,66300,INLAND
1091,-121.81,39.71,18,1222,250,708,281,2.0288,116700,INLAND
1092,-121.87,39.82,11,5103,825,2456,810,4.5032,159700,INLAND
1093,-121.89,39.71,26,2741,451,1217,437,3.7007,139200,INLAND
1094,-121.97,39.79,16,1453,299,904,286,3.5735,89600,INLAND
1095,-121.84,39.68,38,549,105,275,94,3.5375,153100,INLAND
